timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,5uVp10hz_ch2pga24.bin,250,0,60638,1,0xA3,1,0,0,192,0,0,187499.977648,-17.903745,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.004003,5uVp10hz_ch2pga24.bin,250,1,60639,1,0xA3,1,0,0,192,0,0,187499.977648,-19.088387,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.008003,5uVp10hz_ch2pga24.bin,250,2,60640,1,0xA3,1,0,0,192,0,0,187499.977648,-19.624829,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.012006,5uVp10hz_ch2pga24.bin,250,3,60641,1,0xA3,1,0,0,192,0,0,187499.977648,-20.317733,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.016006,5uVp10hz_ch2pga24.bin,250,4,60642,1,0xA3,1,0,0,192,0,0,187499.977648,-21.323562,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.020009,5uVp10hz_ch2pga24.bin,250,5,60643,1,0xA3,1,0,0,192,0,0,187499.977648,-21.792948,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.024009,5uVp10hz_ch2pga24.bin,250,6,60644,1,0xA3,1,0,0,192,0,0,187499.977648,-22.239983,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.028012,5uVp10hz_ch2pga24.bin,250,7,60645,1,0xA3,1,0,0,192,0,0,187499.977648,-22.731721,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.032013,5uVp10hz_ch2pga24.bin,250,8,60646,1,0xA3,1,0,0,192,0,0,187499.977648,-22.999942,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.036015,5uVp10hz_ch2pga24.bin,250,9,60647,1,0xA3,1,0,0,192,0,0,187499.977648,-22.664666,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.040015,5uVp10hz_ch2pga24.bin,250,10,60648,1,0xA3,1,0,0,192,0,0,187499.977648,-22.217631,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.044018,5uVp10hz_ch2pga24.bin,250,11,60649,1,0xA3,1,0,0,192,0,0,187499.977648,-22.172928,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.048019,5uVp10hz_ch2pga24.bin,250,12,60650,1,0xA3,1,0,0,192,0,0,187499.977648,-21.480024,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.052022,5uVp10hz_ch2pga24.bin,250,13,60651,1,0xA3,1,0,0,192,0,0,187499.977648,-20.094216,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
