timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,pga1ch2_20hz2mvpp.bin,250,0,11875,1,0xA3,1,0,0,192,0,0,12240.841985,-1.654029,16712.822020,16272.537410,11933.840811,0.000000,0.000000,0.000000
0.004000,pga1ch2_20hz2mvpp.bin,250,1,11876,1,0xA3,1,0,0,192,0,0,12244.015932,12.025237,16717.091203,16276.672482,11936.858296,0.000000,0.000000,0.000000
0.008004,pga1ch2_20hz2mvpp.bin,250,2,11877,1,0xA3,1,0,0,192,0,0,12246.765196,18.998981,16720.980406,16280.427575,11939.473450,0.000000,0.000000,0.000000
0.012004,pga1ch2_20hz2mvpp.bin,250,3,11878,1,0xA3,1,0,0,192,0,0,12248.352170,15.892088,16723.774374,16283.087432,11940.814555,0.000000,0.000000,0.000000
0.016006,pga1ch2_20hz2mvpp.bin,250,4,11879,1,0xA3,1,0,0,192,0,0,12249.313295,4.068017,16725.875437,16285.009682,11941.507459,0.000000,0.000000,0.000000
0.020009,pga1ch2_20hz2mvpp.bin,250,5,11880,1,0xA3,1,0,0,192,0,0,12250.766158,-12.695789,16728.490591,16287.513077,11942.714453,0.000000,0.000000,0.000000
0.024012,pga1ch2_20hz2mvpp.bin,250,6,11881,1,0xA3,1,0,0,192,0,0,12253.761292,-31.426549,16732.603312,16291.536391,11945.486069,0.000000,0.000000,0.000000
0.028015,pga1ch2_20hz2mvpp.bin,250,7,11882,1,0xA3,1,0,0,192,0,0,12256.935239,-46.536326,16736.805439,16295.738518,11948.414147,0.000000,0.000000,0.000000
0.032016,pga1ch2_20hz2mvpp.bin,250,8,11883,1,0xA3,1,0,0,192,0,0,12259.930372,-55.007637,16740.940511,16299.717128,11951.118708,0.000000,0.000000,0.000000
0.036018,pga1ch2_20hz2mvpp.bin,250,9,11884,1,0xA3,1,0,0,192,0,0,12261.673808,-54.202974,16743.868589,16302.488744,11952.705681,0.000000,0.000000,0.000000
0.040020,pga1ch2_20hz2mvpp.bin,250,10,11885,1,0xA3,1,0,0,192,0,0,12263.238430,-44.278800,16746.684909,16305.081546,11954.113841,0.000000,0.000000,0.000000
0.044020,pga1ch2_20hz2mvpp.bin,250,11,11886,1,0xA3,1,0,0,192,0,0,12265.607715,-28.744340,16750.171781,16308.456659,11956.214905,0.000000,0.000000,0.000000
0.048023,pga1ch2_20hz2mvpp.bin,250,12,11887,1,0xA3,1,0,0,192,0,0,12267.731130,-9.924173,16753.502190,16311.697662,11958.181858,0.000000,0.000000,0.000000
0.052025,pga1ch2_20hz2mvpp.bin,250,13,11888,1,0xA3,1,0,0,192,0,0,12269.966304,6.392598,16756.832600,16314.916313,11960.148811,0.000000,0.000000,0.000000
0.056029,pga1ch2_20hz2mvpp.bin,250,14,11889,1,0xA3,1,0,0,192,0,0,12272.268534,16.830862,16760.185361,16318.179667,11962.160468,0.000000,0.000000,0.000000
0.060032,pga1ch2_20hz2mvpp.bin,250,15,11890,1,0xA3,1,0,0,192,0,0,12274.727225,18.127263,16763.828695,16321.621835,11964.417994,0.000000,0.000000,0.000000
0.064031,pga1ch2_20hz2mvpp.bin,250,16,11891,1,0xA3,1,0,0,192,0,0,12278.191745,9.924173,16768.343747,16325.958073,11967.547238,0.000000,0.000000,0.000000
0.068034,pga1ch2_20hz2mvpp.bin,250,17,11892,1,0xA3,1,0,0,192,0,0,12281.119823,-4.269183,16772.434115,16329.914331,11970.430613,0.000000,0.000000,0.000000
0.072036,pga1ch2_20hz2mvpp.bin,250,18,11893,1,0xA3,1,0,0,192,0,0,12283.377349,-22.061169,16775.786877,16333.222389,11972.464621,0.000000,0.000000,0.000000
0.076039,pga1ch2_20hz2mvpp.bin,250,19,11894,1,0xA3,1,0,0,192,0,0,12285.076082,-39.227307,16778.625548,16335.949302,11973.962188,0.000000,0.000000,0.000000
0.080042,pga1ch2_20hz2mvpp.bin,250,20,11895,1,0xA3,1,0,0,192,0,0,12286.730111,-51.833689,16781.441867,16338.497400,11975.370347,0.000000,0.000000,0.000000
0.084044,pga1ch2_20hz2mvpp.bin,250,21,11896,1,0xA3,1,0,0,192,0,0,12288.987637,-55.365264,16784.884036,16341.917217,11977.471411,0.000000,0.000000,0.000000
0.088047,pga1ch2_20hz2mvpp.bin,250,22,11897,1,0xA3,1,0,0,192,0,0,12290.798128,-49.442053,16787.856817,16344.800591,11979.080737,0.000000,0.000000,0.000000
0.092046,pga1ch2_20hz2mvpp.bin,250,23,11898,1,0xA3,1,0,0,192,0,0,12293.323874,-36.031008,16791.544855,16348.242760,11981.382966,0.000000,0.000000,0.000000
0.096049,pga1ch2_20hz2mvpp.bin,250,24,11899,1,0xA3,1,0,0,192,0,0,12296.319008,-18.686056,16795.635223,16352.199018,11983.998120,0.000000,0.000000,0.000000
0.100052,pga1ch2_20hz2mvpp.bin,250,25,11900,1,0xA3,1,0,0,192,0,0,12299.291790,-0.514090,16799.658537,16356.177628,11986.769736,0.000000,0.000000,0.000000
0.104054,pga1ch2_20hz2mvpp.bin,250,26,11901,1,0xA3,1,0,0,192,0,0,12301.459908,12.673438,16802.944243,16359.373927,11988.893151,0.000000,0.000000,0.000000
0.108054,pga1ch2_20hz2mvpp.bin,250,27,11902,1,0xA3,1,0,0,192,0,0,12303.046882,18.060207,16805.849969,16362.190247,11990.435421,0.000000,0.000000,0.000000
0.112058,pga1ch2_20hz2mvpp.bin,250,28,11903,1,0xA3,1,0,0,192,0,0,12304.231524,14.841557,16808.174551,16364.336014,11991.307139,0.000000,0.000000,0.000000
0.116062,pga1ch2_20hz2mvpp.bin,250,29,11904,1,0xA3,1,0,0,192,0,0,12306.153774,3.486872,16811.214387,16367.264092,11992.938817,0.000000,0.000000,0.000000
0.120063,pga1ch2_20hz2mvpp.bin,250,30,11905,1,0xA3,1,0,0,192,0,0,12308.992445,-12.785196,16815.058887,16370.952129,11995.464563,0.000000,0.000000,0.000000
0.124067,pga1ch2_20hz2mvpp.bin,250,31,11906,1,0xA3,1,0,0,192,0,0,12312.211096,-31.001866,16819.305718,16375.131905,11998.482049,0.000000,0.000000,0.000000
0.128067,pga1ch2_20hz2mvpp.bin,250,32,11907,1,0xA3,1,0,0,192,0,0,12314.915657,-46.424568,16823.239625,16378.864646,12001.030147,0.000000,0.000000,0.000000
0.132078,pga1ch2_20hz2mvpp.bin,250,33,11908,1,0xA3,1,0,0,192,0,0,12316.949666,-54.381788,16826.413572,16381.882131,12002.862990,0.000000,0.000000,0.000000
0.136080,pga1ch2_20hz2mvpp.bin,250,34,11909,1,0xA3,1,0,0,192,0,0,12318.894267,-53.085387,16829.408705,16384.787858,12004.539371,0.000000,0.000000,0.000000
0.140080,pga1ch2_20hz2mvpp.bin,250,35,11910,1,0xA3,1,0,0,192,0,0,12320.749462,-43.340027,16832.448542,16387.581825,12006.081641,0.000000,0.000000,0.000000
0.144084,pga1ch2_20hz2mvpp.bin,250,36,11911,1,0xA3,1,0,0,192,0,0,12323.006988,-28.140843,16836.024821,16390.934587,12008.227408,0.000000,0.000000,0.000000
0.148086,pga1ch2_20hz2mvpp.bin,250,37,11912,1,0xA3,1,0,0,192,0,0,12325.398624,-9.790063,16839.511693,16394.354403,12010.417879,0.000000,0.000000,0.000000
0.152085,pga1ch2_20hz2mvpp.bin,250,38,11913,1,0xA3,1,0,0,192,0,0,12327.231467,6.526709,16842.462122,16397.282481,12012.027204,0.000000,0.000000,0.000000
0.156089,pga1ch2_20hz2mvpp.bin,250,39,11914,1,0xA3,1,0,0,192,0,0,12328.952551,16.719103,16845.367849,16399.987042,12013.524771,0.000000,0.000000,0.000000
0.160090,pga1ch2_20hz2mvpp.bin,250,40,11915,1,0xA3,1,0,0,192,0,0,12330.986559,17.769635,16848.608851,16403.026879,12015.402317,0.000000,0.000000,0.000000
0.164093,pga1ch2_20hz2mvpp.bin,250,41,11916,1,0xA3,1,0,0,192,0,0,12334.361672,9.834766,16853.079200,16407.363117,12018.464506,0.000000,0.000000,0.000000
