timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,pga1ch2_10hz2mvpp.bin,250,0,65726,1,0xA3,1,0,0,192,0,0,49522.317946,-20.496547,78332.863748,81688.374281,42896.568775,0.000000,0.000000,0.000000
0.004003,pga1ch2_10hz2mvpp.bin,250,1,65727,1,0xA3,1,0,0,192,0,0,49524.977803,-10.862947,78338.205814,81695.035100,42898.491025,0.000000,0.000000,0.000000
0.008006,pga1ch2_10hz2mvpp.bin,250,2,65728,1,0xA3,1,0,0,192,0,0,49528.241158,-1.497567,78344.151378,81702.075899,42900.837958,0.000000,0.000000,0.000000
0.012007,pga1ch2_10hz2mvpp.bin,250,3,65729,1,0xA3,1,0,0,192,0,0,49532.063305,6.169081,78350.543976,81709.764898,42903.587222,0.000000,0.000000,0.000000
0.016011,pga1ch2_10hz2mvpp.bin,250,4,65730,1,0xA3,1,0,0,192,0,0,49536.153674,12.829900,78357.204795,81717.655063,42906.805873,0.000000,0.000000,0.000000
0.020011,pga1ch2_10hz2mvpp.bin,250,5,65731,1,0xA3,1,0,0,192,0,0,49540.534616,17.233193,78364.290297,81725.992262,42910.516262,0.000000,0.000000,0.000000
0.024014,pga1ch2_10hz2mvpp.bin,250,6,65732,1,0xA3,1,0,0,192,0,0,49545.899034,19.848347,78372.225165,81735.156476,42915.031314,0.000000,0.000000,0.000000
0.028017,pga1ch2_10hz2mvpp.bin,250,7,65733,1,0xA3,1,0,0,192,0,0,49549.408257,20.250678,78378.260136,81742.398441,42917.601764,0.000000,0.000000,0.000000
0.032017,pga1ch2_10hz2mvpp.bin,250,8,65734,1,0xA3,1,0,0,192,0,0,49551.218748,18.171966,78382.954001,81748.232245,42918.629944,0.000000,0.000000,0.000000
0.036020,pga1ch2_10hz2mvpp.bin,250,9,65735,1,0xA3,1,0,0,192,0,0,49554.057419,13.612211,78388.474882,81755.004823,42920.596898,0.000000,0.000000,0.000000
0.040022,pga1ch2_10hz2mvpp.bin,250,10,65736,1,0xA3,1,0,0,192,0,0,49557.477236,7.130206,78394.554555,81762.403250,42923.144996,0.000000,0.000000,0.000000
0.044026,pga1ch2_10hz2mvpp.bin,250,11,65737,1,0xA3,1,0,0,192,0,0,49560.092390,-0.357628,78399.851918,81769.019365,42925.022542,0.000000,0.000000,0.000000
