timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,10uVrms10Hz_ch2pga1.bin,250,0,26408,1,0xA3,1,0,0,192,0,0,42103.730142,-20.228326,56986.413896,54608.792067,49074.165523,0.000000,0.000000,0.000000
0.004003,10uVrms10Hz_ch2pga1.bin,250,1,26409,1,0xA3,1,0,0,192,0,0,42105.965316,-20.205975,56989.230216,54611.697793,49076.043069,0.000000,0.000000,0.000000
0.008002,10uVrms10Hz_ch2pga1.bin,250,2,26410,1,0xA3,1,0,0,192,0,0,42108.133435,-20.138919,56992.024183,54614.424706,49077.831209,0.000000,0.000000,0.000000
0.012005,10uVrms10Hz_ch2pga1.bin,250,3,26411,1,0xA3,1,0,0,192,0,0,42110.301554,-20.138919,56994.684041,54617.106915,49079.686403,0.000000,0.000000,0.000000
0.016008,10uVrms10Hz_ch2pga1.bin,250,4,26412,1,0xA3,1,0,0,192,0,0,42112.603784,-20.094216,56997.455657,54619.878531,49081.496894,0.000000,0.000000,0.000000
0.020007,10uVrms10Hz_ch2pga1.bin,250,5,26413,1,0xA3,1,0,0,192,0,0,42114.794254,-20.027161,57000.294328,54622.761905,49083.463848,0.000000,0.000000,0.000000
0.024010,10uVrms10Hz_ch2pga1.bin,250,6,26414,1,0xA3,1,0,0,192,0,0,42117.208242,-20.027161,57003.200054,54625.667632,49085.520208,0.000000,0.000000,0.000000
0.028010,10uVrms10Hz_ch2pga1.bin,250,7,26415,1,0xA3,1,0,0,192,0,0,42119.644582,-20.049512,57006.128132,54628.618062,49087.576568,0.000000,0.000000,0.000000
0.032012,10uVrms10Hz_ch2pga1.bin,250,8,26416,1,0xA3,1,0,0,192,0,0,42121.835053,-20.094216,57008.922100,54631.412029,49089.431763,0.000000,0.000000,0.000000
0.036016,10uVrms10Hz_ch2pga1.bin,250,9,26417,1,0xA3,1,0,0,192,0,0,42124.047875,-20.228326,57011.671364,54634.183645,49091.331661,0.000000,0.000000,0.000000
0.040015,10uVrms10Hz_ch2pga1.bin,250,10,26418,1,0xA3,1,0,0,192,0,0,42126.283050,-20.273030,57014.442980,54636.910558,49093.231559,0.000000,0.000000,0.000000
0.044017,10uVrms10Hz_ch2pga1.bin,250,11,26419,1,0xA3,1,0,0,192,0,0,42128.652334,-20.384789,57017.393410,54639.860988,49095.243216,0.000000,0.000000,0.000000
0.048017,10uVrms10Hz_ch2pga1.bin,250,12,26420,1,0xA3,1,0,0,192,0,0,42130.887508,-20.384789,57020.321488,54642.722011,49097.187817,0.000000,0.000000,0.000000
0.052020,10uVrms10Hz_ch2pga1.bin,250,13,26421,1,0xA3,1,0,0,192,0,0,42133.077979,-20.429492,57023.048401,54645.515978,49098.953605,0.000000,0.000000,0.000000
0.056020,10uVrms10Hz_ch2pga1.bin,250,14,26422,1,0xA3,1,0,0,192,0,0,42135.335505,-20.496547,57025.730610,54648.220539,49100.786448,0.000000,0.000000,0.000000
0.060023,10uVrms10Hz_ch2pga1.bin,250,15,26423,1,0xA3,1,0,0,192,0,0,42137.816548,-20.585954,57028.748095,54651.215672,49102.976918,0.000000,0.000000,0.000000
0.064025,10uVrms10Hz_ch2pga1.bin,250,16,26424,1,0xA3,1,0,0,192,0,0,42140.118778,-20.630658,57031.653821,54654.188454,49105.010927,0.000000,0.000000,0.000000
0.068025,10uVrms10Hz_ch2pga1.bin,250,17,26425,1,0xA3,1,0,0,192,0,0,42142.331600,-20.653009,57034.403086,54656.937718,49106.866121,0.000000,0.000000,0.000000
0.072028,10uVrms10Hz_ch2pga1.bin,250,18,26426,1,0xA3,1,0,0,192,0,0,42144.611478,-20.630658,57037.197053,54659.709334,49108.676612,0.000000,0.000000,0.000000
0.076028,10uVrms10Hz_ch2pga1.bin,250,19,26427,1,0xA3,1,0,0,192,0,0,42146.734893,-20.653009,57039.923966,54662.548006,49110.464752,0.000000,0.000000,0.000000
0.080031,10uVrms10Hz_ch2pga1.bin,250,20,26428,1,0xA3,1,0,0,192,0,0,42148.880661,-20.608306,57042.650878,54665.185511,49112.319946,0.000000,0.000000,0.000000
0.084031,10uVrms10Hz_ch2pga1.bin,250,21,26429,1,0xA3,1,0,0,192,0,0,42151.272297,-20.474195,57045.534253,54668.068886,49114.353955,0.000000,0.000000,0.000000
0.088034,10uVrms10Hz_ch2pga1.bin,250,22,26430,1,0xA3,1,0,0,192,0,0,42153.753340,-20.429492,57048.484683,54671.153426,49116.410315,0.000000,0.000000,0.000000
0.092034,10uVrms10Hz_ch2pga1.bin,250,23,26431,1,0xA3,1,0,0,192,0,0,42156.033218,-20.362437,57051.435113,54674.036801,49118.399620,0.000000,0.000000,0.000000
0.096037,10uVrms10Hz_ch2pga1.bin,250,24,26432,1,0xA3,1,0,0,192,0,0,42158.357799,-20.317733,57054.296136,54676.853120,49120.277166,0.000000,0.000000,0.000000
0.100037,10uVrms10Hz_ch2pga1.bin,250,25,26433,1,0xA3,1,0,0,192,0,0,42160.592973,-20.250678,57057.023048,54679.669440,49122.177064,0.000000,0.000000,0.000000
