timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,8uVp20Hz_ch2pga24.bin,250,0,37454,1,0xA3,1,0,0,192,0,0,187499.977648,-24.475157,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.004000,8uVp20Hz_ch2pga24.bin,250,1,37455,1,0xA3,1,0,0,192,0,0,187499.977648,-22.619963,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.008002,8uVp20Hz_ch2pga24.bin,250,2,37456,1,0xA3,1,0,0,192,0,0,187499.977648,-20.921230,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.012003,8uVp20Hz_ch2pga24.bin,250,3,37457,1,0xA3,1,0,0,192,0,0,187499.977648,-19.535422,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.016007,8uVp20Hz_ch2pga24.bin,250,4,37458,1,0xA3,1,0,0,192,0,0,187499.977648,-19.155443,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.020008,8uVp20Hz_ch2pga24.bin,250,5,37459,1,0xA3,1,0,0,192,0,0,187499.977648,-20.049512,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.024009,8uVp20Hz_ch2pga24.bin,250,6,37460,1,0xA3,1,0,0,192,0,0,187499.977648,-21.815300,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.028010,8uVp20Hz_ch2pga24.bin,250,7,37461,1,0xA3,1,0,0,192,0,0,187499.977648,-23.670495,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.032014,8uVp20Hz_ch2pga24.bin,250,8,37462,1,0xA3,1,0,0,192,0,0,187499.977648,-25.771558,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.036015,8uVp20Hz_ch2pga24.bin,250,9,37463,1,0xA3,1,0,0,192,0,0,187499.977648,-26.352704,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.040016,8uVp20Hz_ch2pga24.bin,250,10,37464,1,0xA3,1,0,0,192,0,0,187499.977648,-27.313828,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.044018,8uVp20Hz_ch2pga24.bin,250,11,37465,1,0xA3,1,0,0,192,0,0,187499.977648,-27.313828,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.048022,8uVp20Hz_ch2pga24.bin,250,12,37466,1,0xA3,1,0,0,192,0,0,187499.977648,-25.190413,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.052022,8uVp20Hz_ch2pga24.bin,250,13,37467,1,0xA3,1,0,0,192,0,0,187499.977648,-23.245811,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.056025,8uVp20Hz_ch2pga24.bin,250,14,37468,1,0xA3,1,0,0,192,0,0,187499.977648,-21.792948,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.060026,8uVp20Hz_ch2pga24.bin,250,15,37469,1,0xA3,1,0,0,192,0,0,187499.977648,-20.474195,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.064028,8uVp20Hz_ch2pga24.bin,250,16,37470,1,0xA3,1,0,0,192,0,0,187499.977648,-19.490719,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.068029,8uVp20Hz_ch2pga24.bin,250,17,37471,1,0xA3,1,0,0,192,0,0,187499.977648,-19.468367,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
0.072030,8uVp20Hz_ch2pga24.bin,250,18,37472,1,0xA3,1,0,0,192,0,0,187499.977648,-21.100044,187499.977648,187499.977648,187499.977648,0.000000,0.000000,0.000000
