timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,8uVp20Hz_ch2pga1.bin,250,0,30089,1,0xA3,1,0,0,192,0,0,28084.136546,-20.876527,39346.083999,38408.495486,40135.592222,0.000000,0.000000,0.000000
0.004004,8uVp20Hz_ch2pga1.bin,250,1,30090,1,0xA3,1,0,0,192,0,0,28086.706996,-20.988286,39349.816740,38412.250578,40138.274431,0.000000,0.000000,0.000000
0.008004,8uVp20Hz_ch2pga1.bin,250,2,30091,1,0xA3,1,0,0,192,0,0,28089.344501,-21.055341,39353.527129,38415.960968,40141.068399,0.000000,0.000000,0.000000
0.012008,8uVp20Hz_ch2pga1.bin,250,3,30092,1,0xA3,1,0,0,192,0,0,28091.914952,-21.077693,39357.349277,38419.783115,40143.929422,0.000000,0.000000,0.000000
0.016008,8uVp20Hz_ch2pga1.bin,250,4,30093,1,0xA3,1,0,0,192,0,0,28094.507754,-21.100044,39361.283183,38423.605263,40146.768093,0.000000,0.000000,0.000000
0.020008,8uVp20Hz_ch2pga1.bin,250,5,30094,1,0xA3,1,0,0,192,0,0,28096.988797,-21.032989,39364.948869,38427.248597,40149.405599,0.000000,0.000000,0.000000
0.024012,8uVp20Hz_ch2pga1.bin,250,6,30095,1,0xA3,1,0,0,192,0,0,28099.514544,-20.965934,39368.636906,38430.936635,40152.132511,0.000000,0.000000,0.000000
0.028011,8uVp20Hz_ch2pga1.bin,250,7,30096,1,0xA3,1,0,0,192,0,0,28102.017939,-20.876527,39372.347295,38434.669375,40154.814720,0.000000,0.000000,0.000000
0.032014,8uVp20Hz_ch2pga1.bin,250,8,30097,1,0xA3,1,0,0,192,0,0,28104.476631,-20.831823,39376.080036,38438.402116,40157.563984,0.000000,0.000000,0.000000
0.036013,8uVp20Hz_ch2pga1.bin,250,9,30098,1,0xA3,1,0,0,192,0,0,28107.024729,-20.854175,39379.723370,38442.201912,40160.268545,0.000000,0.000000,0.000000
0.040017,8uVp20Hz_ch2pga1.bin,250,10,30099,1,0xA3,1,0,0,192,0,0,28109.595180,-20.809472,39383.500814,38445.934653,40162.928402,0.000000,0.000000,0.000000
0.044019,8uVp20Hz_ch2pga1.bin,250,11,30100,1,0xA3,1,0,0,192,0,0,28112.143278,-20.809472,39387.390018,38449.756801,40165.700018,0.000000,0.000000,0.000000
0.048018,8uVp20Hz_ch2pga1.bin,250,12,30101,1,0xA3,1,0,0,192,0,0,28114.780784,-20.854175,39391.167462,38453.511894,40168.516338,0.000000,0.000000,0.000000
0.052020,8uVp20Hz_ch2pga1.bin,250,13,30102,1,0xA3,1,0,0,192,0,0,28117.395937,-20.921230,39394.944906,38457.244635,40171.243250,0.000000,0.000000,0.000000
0.056020,8uVp20Hz_ch2pga1.bin,250,14,30103,1,0xA3,1,0,0,192,0,0,28119.854629,-21.055341,39398.610592,38461.066782,40173.992515,0.000000,0.000000,0.000000
0.060030,8uVp20Hz_ch2pga1.bin,250,15,30104,1,0xA3,1,0,0,192,0,0,28122.290969,-21.144748,39402.365685,38464.732468,40176.674724,0.000000,0.000000,0.000000
0.064032,8uVp20Hz_ch2pga1.bin,250,16,30105,1,0xA3,1,0,0,192,0,0,28124.772012,-21.144748,39406.098425,38468.398154,40179.289877,0.000000,0.000000,0.000000
0.068032,8uVp20Hz_ch2pga1.bin,250,17,30106,1,0xA3,1,0,0,192,0,0,28127.364814,-21.100044,39409.831166,38472.130895,40182.061493,0.000000,0.000000,0.000000
