timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,8uVp40Hz_ch2pga1.bin,250,0,74035,1,0xA3,1,0,0,192,0,0,99994.719028,-20.809472,100205.294788,100436.143577,100498.214364,0.000000,0.000000,0.000000
0.004000,8uVp40Hz_ch2pga1.bin,250,1,74036,1,0xA3,1,0,0,192,0,0,99995.344877,-20.898879,100205.339491,100436.344743,100498.303771,0.000000,0.000000,0.000000
0.008000,8uVp40Hz_ch2pga1.bin,250,2,74037,1,0xA3,1,0,0,192,0,0,99995.389581,-20.943582,100205.406547,100437.395275,100498.594344,0.000000,0.000000,0.000000
0.012004,8uVp40Hz_ch2pga1.bin,250,3,74038,1,0xA3,1,0,0,192,0,0,99994.920194,-20.809472,100205.518305,100437.864661,100498.594344,0.000000,0.000000,0.000000
0.016004,8uVp40Hz_ch2pga1.bin,250,4,74039,1,0xA3,1,0,0,192,0,0,99994.964898,-20.653009,100205.518305,100437.574089,100498.996675,0.000000,0.000000,0.000000
0.020008,8uVp40Hz_ch2pga1.bin,250,5,74040,1,0xA3,1,0,0,192,0,0,99994.607270,-20.653009,100205.317140,100437.462330,100499.041378,0.000000,0.000000,0.000000
0.024008,8uVp40Hz_ch2pga1.bin,250,6,74041,1,0xA3,1,0,0,192,0,0,99995.210767,-20.809472,100205.160677,100436.612964,100498.661399,0.000000,0.000000,0.000000
0.028009,8uVp40Hz_ch2pga1.bin,250,7,74042,1,0xA3,1,0,0,192,0,0,99996.127188,-20.943582,100205.339491,100436.165929,100498.862565,0.000000,0.000000,0.000000
0.032012,8uVp40Hz_ch2pga1.bin,250,8,74043,1,0xA3,1,0,0,192,0,0,99995.233119,-20.831823,100205.048919,100435.741246,100498.929620,0.000000,0.000000,0.000000
0.036012,8uVp40Hz_ch2pga1.bin,250,9,74044,1,0xA3,1,0,0,192,0,0,99994.428456,-20.764768,100204.534829,100435.025990,100498.549640,0.000000,0.000000,0.000000
0.040015,8uVp40Hz_ch2pga1.bin,250,10,74045,1,0xA3,1,0,0,192,0,0,99994.070828,-20.697713,100204.490125,100434.064865,100498.057902,0.000000,0.000000,0.000000
