timestamp_s,source,fs_hz,sample_index,seq,mode,flags,pending,queue_depth,queue_drop_lsb,status0,status1,status2,ch1_V,ch2_V,ch3_V,ch4_V,ch5_V,ch6_V,ch7_V,ch8_V
0.000000,eeg_20260713_151930_gain24.bin,250,0,11607,1,0xA3,1,0,0,192,0,0,-82529.716194,1128.762960,-76850.675046,-66168.397665,-140664.875507,0.000000,0.000000,0.000000
0.004000,eeg_20260713_151930_gain24.bin,250,1,11608,1,0xA3,1,0,0,192,0,0,-83607.852459,2020.865679,-78170.098364,-68002.358079,-150193.691254,0.000000,0.000000,0.000000
0.008001,eeg_20260713_151930_gain24.bin,250,2,11609,1,0xA3,1,0,0,192,0,0,-84275.409579,2673.022449,-79386.860132,-68874.254823,-154082.983732,0.000000,0.000000,0.000000
0.011998,eeg_20260713_151930_gain24.bin,250,3,11610,1,0xA3,1,0,0,192,0,0,-86789.354682,1661.248505,-81231.907010,-68191.498518,-141446.694732,0.000000,0.000000,0.000000
0.015999,eeg_20260713_151930_gain24.bin,250,4,11611,1,0xA3,1,0,0,192,0,0,-115351.416171,2937.979996,-91921.716928,-75958.125293,-143577.843904,0.000000,0.000000,0.000000
0.020000,eeg_20260713_151930_gain24.bin,250,5,11612,1,0xA3,1,0,0,192,0,0,-106193.751097,2720.966935,-79072.795808,-70376.046002,-147570.289671,0.000000,0.000000,0.000000
0.024000,eeg_20260713_151930_gain24.bin,250,6,11613,1,0xA3,1,0,0,192,0,0,-108623.698354,1085.646451,-91920.264065,-97055.487335,-162967.868149,0.000000,0.000000,0.000000
0.028000,eeg_20260713_151930_gain24.bin,250,7,11614,1,0xA3,1,0,0,192,0,0,-133372.195065,878.892839,-124783.918262,-127770.066261,-157343.365252,0.000000,0.000000,0.000000
0.032001,eeg_20260713_151930_gain24.bin,250,8,11615,1,0xA3,1,0,0,192,0,0,-85725.836456,704.705715,-84301.806986,-74907.973409,-140414.558351,0.000000,0.000000,0.000000
0.036001,eeg_20260713_151930_gain24.bin,250,9,11616,1,0xA3,1,0,0,192,0,0,-79463.995993,905.044377,-76862.476766,-66957.592964,-144652.247429,0.000000,0.000000,0.000000
